,flow ID, source IP, destination IP, source port, destination port, protocol, date, duration, TotalFwdPkts, TotalBwdPkts, TotLenfwdDL, TotLenfwdTR, TotLenfwdAPP, TotLenbwdDL, TotLenbwdTR, TotLenbwdAPP, DLfwdPktLenMAX, DLfwdPktLenMIN, DLfwdPktLenMEAN, DLfwdPktLenSTD, TRfwdPktLenMAX, TRfwdPktLenMIN, TRfwdPktLenMEAN, TRfwdPktLenSTD, APPfwdPktLenMAX, APPfwdPktLenMIN, APPfwdPktLenMEAN, APPfwdPktLenSTD, DLbwdPktLenMAX, DLbwdPktLenMIN, DLbwdPktLenMEAN, DLbwdPktLenSTD, TRbwdPktLenMAX, TRbwdPktLenMIN, TRbwdPktLenMEAN, TRbwdPktLenSTD, APPbwdPktLenMAX, APPbwdPktLenMIN, APPbwdPktLenMEAN, APPbwdPktLenSTD, DLflowBytes/sec, TRflowBytes/sec, APPflowBytes/sec, FlowPkts/sec, FlowIAT_MEAN, FlowIAT_STD, FlowIAT_MAX, FlowIAT_MIN, TotalFwdIAT, fwdIAT_MEAN, fwdIAT_STD, fwdIAT_MAX, fwdIAT_MIN, TotalBwdIAT, bwdIAT_MEAN, bwdIAT_STD, bwdIAT_MAX, bwdIAT_MIN, DLfwdHdrLen, TRfwdHdrLen, APPfwdHdrLen, DLbwdHdrLen, TRbwdHdrLen, APPbwdHdrLen, fwdPkts/sec, bwdPkts/sec, DLpktLenMEAN, DLpktLenMIN, DLpktLenMAX, DLpktLenSTD, DLpktLenVAR, TRpktLenMEAN, TRpktLenMIN, TRpktLenMAX, TRpktLenSTD, TRpktLenVAR, APPpktLenMEAN, APPpktLenMIN, APPpktLenMAX, APPpktLenSTD, APPpktLenVAR, ActiveMEAN, ActiveSTD, ActiveMAX, ActiveMIN, IdleMEAN, IdleSTD, IdleMAX, IdleMIN, frameSrc, frameDst, TotPktsInFlow, firstPacketDIR, mostCommonREQ_FUNC_CODE, mostCommonRESP_FUNC_CODE, corruptConfigFragments, deviceTroubleFragments, deviceRestartFragments, pktsFromMASTER, pktsFromSLAVE,Label
0,192.168.1.12-192.168.1.3-45423-20003,192.168.1.12,192.168.1.3,45423,20003,6, 14/05/2020  23:30:00 ,44020174.0,26,27,229,203,151,633,606,498,17,8,8.807692307692307,2.332710539595185,16,7,7.8076923076923075,2.332710539595185,14,5,5.807692307692308,2.332710539595185,282,7,23.444444444444446,61.04370019365908,281,6,22.444444444444446,61.04370019365908,277,2,18.444444444444443,61.04370019365908,19.58193077564846,18.377937352087702,14.743240224357136,1.203993423560752,846541.8076923076,963659.9894079686,2001184.0,190.0,44019856.0,1760794.24,545451.783141987,2001391.0,136991.0,44019882.0,1693072.3846153843,636312.1986308341,2001458.0,550.0,260,26,52,270,27,108,0.5906382832562179,0.6133551403045341,16.264150943396228,7,282,43.82182058474286,1920.351959361393,15.264150943396224,6,281,43.82182058474286,1920.351959361393,12.245283018867926,2,277,43.66300390507406,1906.4579100145127,0,0,0,0,0,0,0,0,4,11,53,MASTER,1,129,0,0,0,26,27,DISABLE_UNSOLICITED
1,192.168.1.1-192.168.1.3-45480-20001,192.168.1.1,192.168.1.3,45480,20001,6, 14/05/2020  23:30:00 ,44015977.0,26,27,229,203,151,633,606,498,17,8,8.807692307692307,2.332710539595185,16,7,7.8076923076923075,2.332710539595185,14,5,5.807692307692308,2.332710539595185,282,7,23.444444444444446,61.04370019365907,281,6,22.444444444444446,61.04370019365907,277,2,18.444444444444443,61.04370019365907,19.58379794682281,18.379689720394033,14.744646017967524,1.2041082264287806,846461.0961538461,965864.182097886,2000925.0,127.0,44015594.0,1760623.76,553782.7944059145,2001133.0,112863.0,44015769.0,1692914.1923076925,643205.465601033,2001187.0,497.0,260,26,52,270,27,108,0.5906946016443075,0.6134136247844731,16.264150943396228,7,282,43.82182058474286,1920.351959361393,15.264150943396224,6,281,43.82182058474286,1920.351959361393,12.245283018867926,2,277,43.66300390507406,1906.4579100145127,0,0,0,0,0,0,0,0,2,11,53,MASTER,1,129,0,0,0,26,27,DISABLE_UNSOLICITED
2,192.168.1.2-192.168.1.3-47658-20000,192.168.1.2,192.168.1.3,47658,20000,6, 14/05/2020  23:30:00 ,44022274.0,24,25,201,177,129,619,594,494,17,8,8.375,1.837117307087384,16,7,7.375,1.837117307087384,14,5,5.375,1.837117307087384,282,7,24.76,63.34448147497408,281,6,23.76,63.34448147497408,277,2,19.76,63.34448147497408,18.62693417427732,17.513861278497338,14.151926817774113,1.1130728957799862,917130.7083333335,1002067.0317625264,2001014.0,158.0,44022025.0,1914001.0869565215,389232.6594801521,2001221.0,132993.0,44021992.0,1834249.666666667,545487.9924581824,2001172.0,424.0,240,24,48,250,25,100,0.5451785611983606,0.5678943345816256,16.73469387755102,7,282,45.56715534525392,2076.365646258504,15.734693877551019,6,281,45.56715534525392,2076.365646258504,12.714285714285715,2,277,45.39456648836584,2060.666666666667,0,0,0,0,0,0,0,0,1,11,49,MASTER,1,129,0,0,0,24,25,NORMAL
3,192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.3,33783,20002,6, 14/05/2020  23:30:01 ,44017551.0,26,27,229,203,151,633,606,498,17,8,8.807692307692307,2.332710539595185,16,7,7.8076923076923075,2.332710539595185,14,5,5.807692307692308,2.332710539595185,282,7,23.444444444444446,61.04370019365907,281,6,22.444444444444446,61.04370019365907,277,2,18.444444444444443,61.04370019365907,19.58309766029464,18.37903249092618,14.744118772077984,1.204065169368464,846491.3653846155,968085.4018367048,2001077.0,189.0,44017199.0,1760687.96,561971.9214287222,2001285.0,77025.0,44017311.0,1692973.5,649970.5956080937,2001272.0,473.0,260,26,52,270,27,108,0.5906734793128314,0.6133916900556327,16.264150943396228,7,282,43.82182058474286,1920.351959361393,15.264150943396224,6,281,43.82182058474286,1920.351959361393,12.245283018867926,2,277,43.66300390507406,1906.4579100145127,0,0,0,0,0,0,0,0,3,11,53,MASTER,1,129,0,0,0,26,27,DISABLE_UNSOLICITED
4,192.168.1.12-192.168.1.3-45423-20003,192.168.1.12,192.168.1.3,45423,20003,6, 14/05/2020  23:30:46 ,44022358.0,26,27,229,203,151,633,606,498,17,8,8.807692307692307,2.332710539595185,16,7,7.8076923076923075,2.332710539595185,14,5,5.807692307692308,2.332710539595185,282,7,23.444444444444446,61.04370019365907,281,6,22.444444444444446,61.04370019365907,277,2,18.444444444444443,61.04370019365907,19.580959293457198,18.37702560140009,14.742508795189936,1.203933692057113,846583.8076923076,962040.8693656855,2000994.0,213.0,44021957.0,1760878.28,539401.8060160503,2001364.0,163944.0,44022042.0,1693155.4615384615,631363.7158082641,2001380.0,663.0,260,26,52,270,27,108,0.5906089810091499,0.6133247110479635,16.264150943396228,7,282,43.82182058474287,1920.3519593613935,15.264150943396224,6,281,43.82182058474287,1920.3519593613935,12.245283018867926,2,277,43.66300390507407,1906.4579100145133,0,0,0,0,0,0,0,0,4,11,53,MASTER,1,129,0,0,0,26,27,DISABLE_UNSOLICITED
5,192.168.1.1-192.168.1.3-45480-20001,192.168.1.1,192.168.1.3,45480,20001,6, 14/05/2020  23:30:46 ,44021883.0,26,27,229,203,151,633,606,498,17,8,8.807692307692307,2.332710539595185,16,7,7.8076923076923075,2.332710539595185,14,5,5.807692307692308,2.332710539595185,282,7,23.444444444444446,61.04370019365907,281,6,22.444444444444446,61.04370019365907,277,2,18.444444444444443,61.04370019365907,19.581170573734887,18.377223891127056,14.742667868160027,1.203946682607829,846574.6730769231,964200.2610420096,2000854.0,215.0,44021668.0,1760866.72,547468.6996821158,2001123.0,140031.0,44021568.0,1693137.230769231,637982.2969600526,2001167.0,591.0,260,26,52,270,27,108,0.5906153537321427,0.6133313288756866,16.264150943396228,7,282,43.82182058474286,1920.351959361393,15.264150943396224,6,281,43.82182058474286,1920.351959361393,12.245283018867926,2,277,43.66300390507406,1906.4579100145127,0,0,0,0,0,0,0,0,2,11,53,MASTER,1,129,0,0,0,26,27,DISABLE_UNSOLICITED
6,192.168.1.2-192.168.1.3-47658-20000,192.168.1.2,192.168.1.3,47658,20000,6, 14/05/2020  23:30:47 ,44022336.0,23,23,184,161,115,161,138,46,8,8,8.0,0.0,7,7,7.0,0.0,5,5,5.0,0.0,7,7,7.0,0.0,6,6,6.0,0.0,2,2,2.0,0.0,7.83693077986593,6.792006675883807,3.6572343639374334,1.044924103982124,978274.1333333331,1011234.08238684,2000830.0,216.0,44022080.0,2001003.6363636362,87.35289427676761,2001134.0,2000821.0,44021971.0,2000998.6818181816,112.88738018955263,2001194.0,2000787.0,230,23,46,230,23,92,0.522462051991062,0.522462051991062,7.5,7,8,0.5055250296034367,0.25555555555555554,6.5,6,7,0.5055250296034367,0.25555555555555554,3.5,2,5,1.51657508881031,2.3,0,0,0,0,0,0,0,0,1,11,46,MASTER,1,129,0,0,0,23,23,NORMAL
7,192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.3,33783,20002,6, 14/05/2020  23:30:47 ,44018100.0,26,27,229,203,151,633,606,498,17,8,8.807692307692307,2.332710539595185,16,7,7.8076923076923075,2.332710539595185,14,5,5.807692307692308,2.332710539595185,282,7,23.444444444444446,61.04370019365907,281,6,22.444444444444446,61.04370019365907,277,2,18.444444444444443,61.04370019365907,19.58285341711705,18.37880326502053,14.743934881332908,1.2040501520965243,846501.9230769231,966405.2510572841,2000771.0,188.0,44017779.0,1760711.16,555943.0326242729,2001087.0,101331.0,44017779.0,1692991.5,644969.7237432622,2001097.0,517.0,260,26,52,270,27,108,0.5906661123492382,0.6133840397472858,16.264150943396228,7,282,43.82182058474286,1920.351959361393,15.264150943396224,6,281,43.82182058474286,1920.351959361393,12.245283018867926,2,277,43.66300390507406,1906.4579100145127,0,0,0,0,0,0,0,0,3,11,53,MASTER,1,129,0,0,0,26,27,DISABLE_UNSOLICITED
8,192.168.1.12-192.168.1.3-45423-20003,192.168.1.12,192.168.1.3,45423,20003,6, 14/05/2020  23:31:32 ,44020210.0,24,24,198,174,126,168,144,48,14,8,8.25,1.224744871391589,13,7,7.25,1.224744871391589,11,5,5.25,1.224744871391589,7,7,7.0,0.0,6,6,6.0,0.0,2,2,2.0,0.0,8.314362880140736,7.223954633564903,3.952729893837399,1.0904082465758342,936600.2127659577,994425.2517607288,2000936.0,211.0,44019938.0,1913910.347826087,336794.7352895864,2001303.0,422596.0,44019888.0,1913908.1739130437,336806.0478790093,2001350.0,422496.0,240,24,48,240,24,96,0.5452041232879171,0.5452041232879171,7.625,7,14,1.0644147328012026,1.1329787234042554,6.625,6,13,1.0644147328012026,1.1329787234042554,3.625,2,11,1.8522556691315015,3.4308510638297878,0,0,0,0,0,0,0,0,4,11,48,MASTER,1,129,0,0,0,24,24,DISABLE_UNSOLICITED
9,192.168.1.1-192.168.1.3-45480-20001,192.168.1.1,192.168.1.3,45480,20001,6, 14/05/2020  23:31:32 ,44021192.0,24,24,198,174,126,168,144,48,14,8,8.25,1.224744871391589,13,7,7.25,1.224744871391589,11,5,5.25,1.224744871391589,7,7,7.0,0.0,6,6,6.0,0.0,2,2,2.0,0.0,8.314177408008398,7.223793485646641,3.95264171856137,1.090383922361757,936621.1063829787,997427.3399241156,2001161.0,173.0,44020971.0,1913955.2608695647,354478.89382164885,2001514.0,316160.0,44020850.0,1913950.0,354473.0842596451,2001376.0,316152.0,240,24,48,240,24,96,0.5451919611808785,0.5451919611808785,7.625,7,14,1.0644147328012026,1.1329787234042554,6.625,6,13,1.0644147328012026,1.1329787234042554,3.625,2,11,1.8522556691315015,3.4308510638297878,0,0,0,0,0,0,0,0,2,11,48,MASTER,1,129,0,0,0,24,24,DISABLE_UNSOLICITED
10,192.168.1.2-192.168.1.3-47658-20000,192.168.1.2,192.168.1.3,47658,20000,6, 14/05/2020  23:31:33 ,44022112.0,24,25,201,177,129,619,594,494,17,8,8.375,1.837117307087384,16,7,7.375,1.837117307087384,14,5,5.375,1.837117307087384,282,7,24.76,63.34448147497408,281,6,23.76,63.34448147497408,277,2,19.76,63.34448147497408,18.627002720814485,17.51392572896094,14.151978896423689,1.1130769918535486,917127.3333333335,1000953.3481687905,2001096.0,184.0,44021817.0,1913992.043478261,383383.57089811366,2001335.0,162117.0,44021703.0,1834237.625,541533.4006361061,2001384.0,523.0,240,24,48,250,25,100,0.5451805674384728,0.5678964244150758,16.73469387755102,7,282,45.56715534525392,2076.365646258503,15.734693877551019,6,281,45.56715534525392,2076.365646258503,12.714285714285715,2,277,45.39456648836583,2060.6666666666665,0,0,0,0,0,0,0,0,1,11,49,MASTER,1,129,0,0,0,24,25,NORMAL
11,192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.3,33783,20002,6, 14/05/2020  23:31:33 ,44017056.0,24,24,198,174,126,168,144,48,14,8,8.25,1.224744871391589,13,7,7.25,1.224744871391589,11,5,5.25,1.224744871391589,7,7,7.0,0.0,6,6,6.0,0.0,2,2,2.0,0.0,8.314958637851655,7.224472259117014,3.9530131229130823,1.0904863787346433,936533.1063829787,998790.4251811012,2000870.0,195.0,44016816.0,1913774.6086956519,363000.26677522616,2001170.0,268417.0,44016735.0,1913771.0869565215,362978.23256848,2001169.0,268519.0,240,24,48,240,24,96,0.5452431893673216,0.5452431893673216,7.625,7,14,1.0644147328012026,1.1329787234042554,6.625,6,13,1.0644147328012026,1.1329787234042554,3.625,2,11,1.8522556691315015,3.4308510638297878,0,0,0,0,0,0,0,0,3,11,48,MASTER,1,129,0,0,0,24,24,DISABLE_UNSOLICITED
12,192.168.1.12-192.168.1.3-45423-20003,192.168.1.12,192.168.1.3,45423,20003,6, 14/05/2020  23:32:18 ,44020111.0,25,26,215,190,140,626,600,496,17,8,8.6,2.1213203435596424,16,7,7.6,2.1213203435596424,14,5,5.6,2.1213203435596424,282,7,24.07692307692308,62.162318539078356,281,6,23.07692307692308,62.162318539078356,277,2,19.076923076923077,62.162318539078356,19.10490411984649,17.94634275229338,14.447941760074162,1.1585613675531168,880402.22,979354.9545623631,2000951.0,151.0,44019843.0,1834160.125,468064.7659192803,2001195.0,188858.0,44019784.0,1760791.36,586975.9606818012,2001327.0,537.0,250,25,50,260,26,104,0.5679222389966259,0.5906391285564909,16.49019607843137,7,282,44.66872397954507,1995.2949019607845,15.490196078431373,6,281,44.66872397954507,1995.2949019607845,12.470588235294118,2,277,44.50319221861572,1980.534117647058,0,0,0,0,0,0,0,0,4,11,51,MASTER,1,129,0,0,0,25,26,DISABLE_UNSOLICITED
13,192.168.1.1-192.168.1.3-45480-20001,192.168.1.1,192.168.1.3,45480,20001,6, 14/05/2020  23:32:18 ,44022130.0,25,26,215,190,140,626,600,496,17,8,8.6,2.1213203435596424,16,7,7.6,2.1213203435596424,14,5,5.6,2.1213203435596424,282,7,24.07692307692308,62.162318539078356,281,6,23.07692307692308,62.162318539078356,277,2,19.076923076923077,62.162318539078356,19.10402790596457,17.945519673854946,14.447279129837652,1.1585082321096232,880442.6,978550.9348928307,2001057.0,132.0,44021923.0,1834246.791666667,464020.1571827578,2001260.0,167215.0,44021932.0,1760877.28,583913.792456024,2001281.0,666.0,250,25,50,260,26,104,0.5678961922105996,0.5906120398990236,16.49019607843137,7,282,44.66872397954507,1995.2949019607845,15.490196078431373,6,281,44.66872397954507,1995.2949019607845,12.470588235294118,2,277,44.50319221861572,1980.534117647058,0,0,0,0,0,0,0,0,2,11,51,MASTER,1,129,0,0,0,25,26,DISABLE_UNSOLICITED
