,flow ID, source IP, destination IP, source port, destination port, protocol, date, duration, TotalFwdPkts, TotalBwdPkts, TotLenfwdDL, TotLenfwdTR, TotLenfwdAPP, TotLenbwdDL, TotLenbwdTR, TotLenbwdAPP, DLfwdPktLenMAX, DLfwdPktLenMIN, DLfwdPktLenMEAN, DLfwdPktLenSTD, TRfwdPktLenMAX, TRfwdPktLenMIN, TRfwdPktLenMEAN, TRfwdPktLenSTD, APPfwdPktLenMAX, APPfwdPktLenMIN, APPfwdPktLenMEAN, APPfwdPktLenSTD, DLbwdPktLenMAX, DLbwdPktLenMIN, DLbwdPktLenMEAN, DLbwdPktLenSTD, TRbwdPktLenMAX, TRbwdPktLenMIN, TRbwdPktLenMEAN, TRbwdPktLenSTD, APPbwdPktLenMAX, APPbwdPktLenMIN, APPbwdPktLenMEAN, APPbwdPktLenSTD, DLflowBytes/sec, TRflowBytes/sec, APPflowBytes/sec, FlowPkts/sec, FlowIAT_MEAN, FlowIAT_STD, FlowIAT_MAX, FlowIAT_MIN, TotalFwdIAT, fwdIAT_MEAN, fwdIAT_STD, fwdIAT_MAX, fwdIAT_MIN, TotalBwdIAT, bwdIAT_MEAN, bwdIAT_STD, bwdIAT_MAX, bwdIAT_MIN, DLfwdHdrLen, TRfwdHdrLen, APPfwdHdrLen, DLbwdHdrLen, TRbwdHdrLen, APPbwdHdrLen, fwdPkts/sec, bwdPkts/sec, DLpktLenMEAN, DLpktLenMIN, DLpktLenMAX, DLpktLenSTD, DLpktLenVAR, TRpktLenMEAN, TRpktLenMIN, TRpktLenMAX, TRpktLenSTD, TRpktLenVAR, APPpktLenMEAN, APPpktLenMIN, APPpktLenMAX, APPpktLenSTD, APPpktLenVAR, ActiveMEAN, ActiveSTD, ActiveMAX, ActiveMIN, IdleMEAN, IdleSTD, IdleMAX, IdleMIN, frameSrc, frameDst, TotPktsInFlow, firstPacketDIR, mostCommonREQ_FUNC_CODE, mostCommonRESP_FUNC_CODE, corruptConfigFragments, deviceTroubleFragments, deviceRestartFragments, pktsFromMASTER, pktsFromSLAVE,Label
0,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  11:20:01 ,238262788.0,125,127,1045,920,670,2221,2094,1586,17,8,8.36,1.7707297566166729,16,7,7.36,1.7707297566166729,14,5,5.36,1.7707297566166729,282,7,17.488188976377952,48.68001547875291,281,6,16.488188976377952,48.68001547875291,277,2,12.488188976377952,48.68001547875291,13.707553862754267,12.649898145236175,9.468536899685738,1.0576557175180876,949254.1354581672,997972.5486925569,2000499.0,162.0,238262071.0,1921468.314516129,379017.03491843696,2001172.0,29881.0,238262105.0,1890969.0873015872,446855.86460137274,2001487.0,162.0,1250,125,250,1270,127,508,0.5246308122609562,0.5330249052571314,12.960317460317462,7,282,34.81456873084533,1212.0541959147533,11.960317460317462,6,281,34.81456873084533,1212.0541959147533,8.952380952380953,2,277,34.697177662380184,1203.8941377347744,0,0,0,0,0,0,0,0,4,13,252,MASTER,1,129,0,0,0,125,127,STOP_APP
1,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  11:24:01 ,238455999.0,124,128,1028,904,656,2672,2544,2032,17,8,8.290322580645162,1.5966132527433068,16,7,7.290322580645161,1.5966132527433068,14,5,5.290322580645161,1.5966132527433068,282,7,20.875,55.564532957945815,281,6,19.875,55.564532957945815,277,2,15.875,55.564532957945815,15.516489480308692,14.459690737325506,11.272519925153992,1.0567987429831869,950023.9003984064,993936.1945800557,2070092.0,230.0,238454952.0,1938658.1463414638,307966.87562643737,2070844.0,55944.0,238455270.0,1877600.5511811024,455425.33490370744,2070731.0,230.0,1240,124,248,1280,128,512,0.5200120798806156,0.5367866631025711,14.682539682539682,7,282,40.0393533095208,1603.1498134446344,13.682539682539682,6,281,40.0393533095208,1603.1498134446344,10.666666666666666,2,277,39.89388314454482,1591.5219123505976,0,0,0,0,0,0,0,0,4,13,252,MASTER,1,129,0,0,0,124,128,STOP_APP
2,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  11:28:01 ,238786679.0,124,128,1028,904,656,2672,2544,2032,17,8,8.290322580645162,1.5966132527433068,16,7,7.290322580645161,1.5966132527433068,14,5,5.290322580645161,1.5966132527433068,282,7,20.875,55.564532957945815,281,6,19.875,55.564532957945815,277,2,15.875,55.564532957945815,15.495001712386145,14.439666460623627,11.256909352133501,1.0553352517625156,951341.3505976095,987979.3113747536,2203161.0,273.0,238785958.0,1941349.25203252,255491.5229510157,2203839.0,709974.0,238785903.0,1880203.960629921,423154.1774530962,2203819.0,273.0,1240,124,248,1280,128,512,0.519291949279968,0.5360433024825476,14.682539682539682,7,282,40.0393533095208,1603.1498134446344,13.682539682539682,6,281,40.0393533095208,1603.1498134446344,10.666666666666666,2,277,39.89388314454482,1591.5219123505976,0,0,0,0,0,0,0,0,4,13,252,MASTER,1,129,0,0,0,124,128,STOP_APP
3,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  11:32:02 ,238903727.0,124,128,1028,904,656,2672,2544,2032,17,8,8.290322580645162,1.5966132527433068,16,7,7.290322580645161,1.5966132527433068,14,5,5.290322580645161,1.5966132527433068,282,7,20.875,55.564532957945815,281,6,19.875,55.564532957945815,277,2,15.875,55.564532957945815,15.487410123158105,14.432591920175446,11.251394165148373,1.05481820298266,951807.6772908369,996556.0691794574,2080829.0,271.0,238903067.0,1942301.357723577,313753.3951164782,2081630.0,125002.0,238903123.0,1881126.9527559052,459632.4028874865,2081448.0,271.0,1240,124,248,1280,128,512,0.5190375284517851,0.535780674530875,14.682539682539682,7,282,40.0393533095208,1603.1498134446344,13.682539682539682,6,281,40.0393533095208,1603.1498134446344,10.666666666666666,2,277,39.89388314454482,1591.5219123505976,0,0,0,0,0,0,0,0,4,13,252,MASTER,1,129,0,0,0,124,128,STOP_APP
4,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  11:36:03 ,238701663.0,124,128,1028,904,656,2672,2544,2032,17,8,8.290322580645162,1.5966132527433068,16,7,7.290322580645161,1.5966132527433068,14,5,5.290322580645161,1.5966132527433068,282,7,20.875,55.564532957945815,281,6,19.875,55.564532957945815,277,2,15.875,55.564532957945815,15.500520413215554,14.444809293180333,11.26091861370903,1.0557111200352216,951002.641434263,990173.0474733509,2078937.0,221.0,238701015.0,1940658.6585365853,274616.49201517104,2079699.0,344945.0,238700898.0,1879534.62992126,434534.02874819795,2079533.0,221.0,1240,124,248,1280,128,512,0.5194769003347915,0.53623421970043,14.682539682539682,7,282,40.0393533095208,1603.1498134446344,13.682539682539682,6,281,40.0393533095208,1603.1498134446344,10.666666666666666,2,277,39.89388314454482,1591.5219123505976,0,0,0,0,0,0,0,0,4,13,252,MASTER,1,129,0,0,0,124,128,STOP_APP
5,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  11:40:04 ,238658797.0,124,128,1028,904,656,2672,2544,2032,17,8,8.290322580645162,1.5966132527433068,16,7,7.290322580645161,1.5966132527433068,14,5,5.290322580645161,1.5966132527433068,282,7,20.875,55.564532957945815,281,6,19.875,55.564532957945815,277,2,15.875,55.564532957945815,15.503304493737142,14.447403755244773,11.26294121058525,1.0559007384923675,950831.8605577691,987900.9639022852,2073417.0,206.0,238658009.0,1940309.016260163,259447.13758247066,2074209.0,572024.0,238658005.0,1879196.8897637797,425316.60023310274,2074070.0,206.0,1240,124,248,1280,128,512,0.5195702046549745,0.5363305338373929,14.682539682539682,7,282,40.0393533095208,1603.1498134446344,13.682539682539682,6,281,40.0393533095208,1603.1498134446344,10.666666666666666,2,277,39.89388314454482,1591.5219123505976,0,0,0,0,0,0,0,0,4,13,252,MASTER,1,129,0,0,0,124,128,STOP_APP
6,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  11:44:05 ,239119564.0,124,128,1028,904,656,2672,2544,2032,17,8,8.290322580645162,1.5966132527433068,16,7,7.290322580645161,1.5966132527433068,14,5,5.290322580645161,1.5966132527433068,282,7,20.875,55.564532957945815,281,6,19.875,55.564532957945815,277,2,15.875,55.564532957945815,15.473430689259706,14.419564599072284,11.241238295332458,1.0538660901874175,952667.5856573705,996781.8864117523,2266757.0,198.0,239118947.0,1944056.4796747968,309451.5638561585,2267515.0,109969.0,239118833.0,1882825.456692913,457070.44347493857,2267284.0,198.0,1240,124,248,1280,128,512,0.5185690285049198,0.5352970616824979,14.682539682539682,7,282,40.0393533095208,1603.1498134446344,13.682539682539682,6,281,40.0393533095208,1603.1498134446344,10.666666666666666,2,277,39.89388314454482,1591.5219123505976,0,0,0,0,0,0,0,0,4,13,252,MASTER,1,129,0,0,0,124,128,STOP_APP
7,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  11:48:06 ,238753754.0,124,127,1028,904,656,2221,2094,1586,17,8,8.290322580645162,1.5966132527433068,16,7,7.290322580645161,1.5966132527433068,14,5,5.290322580645161,1.5966132527433068,282,7,17.488188976377952,48.68001547875292,281,6,16.488188976377952,48.68001547875292,277,2,12.488188976377952,48.68001547875292,13.608162994580601,12.556870624115925,9.390428265266145,1.0512923704646755,955015.016,987116.6909068712,2072204.0,265.0,238753126.0,1941082.3252032518,248338.31959018525,2072641.0,708999.0,238753107.0,1894865.9285714286,385268.7022666893,2072675.0,265.0,1240,124,248,1270,127,508,0.5193635615044613,0.5319288089602143,12.944223107569721,7,282,34.88318902414204,1216.836876494024,11.944223107569721,6,281,34.88318902414204,1216.836876494024,8.93227091633466,2,277,34.765031201227345,1208.6073944223106,0,0,0,0,0,0,0,0,4,13,251,MASTER,1,129,0,0,0,124,127,STOP_APP
8,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  11:52:06 ,238851607.0,124,128,1028,904,656,2672,2544,2032,17,8,8.290322580645162,1.5966132527433068,16,7,7.290322580645161,1.5966132527433068,14,5,5.290322580645161,1.5966132527433068,282,7,20.875,55.564532957945815,281,6,19.875,55.564532957945815,277,2,15.875,55.564532957945815,15.490789643295136,14.435741267589627,11.253849340858736,1.0550483757055065,951600.0278884462,996184.4646625902,2077417.0,231.0,238850945.0,1941877.601626016,312651.2153188802,2078305.0,75022.0,238850991.0,1880716.464566929,458872.0833487154,2078200.0,231.0,1240,124,248,1280,128,512,0.5191507880455667,0.5358975876599399,14.682539682539682,7,282,40.0393533095208,1603.1498134446344,13.682539682539682,6,281,40.0393533095208,1603.1498134446344,10.666666666666666,2,277,39.89388314454482,1591.5219123505976,0,0,0,0,0,0,0,0,4,13,252,MASTER,1,129,0,0,0,124,128,STOP_APP
9,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  11:56:07 ,238840102.0,125,128,1036,911,661,2672,2544,2032,17,8,8.288,1.5903742712269475,16,7,7.287999999999999,1.5903742712269475,14,5,5.287999999999999,1.5903742712269475,282,7,20.875,55.564532957945815,281,6,19.875,55.564532957945815,277,2,15.875,55.564532957945815,15.525031051946211,14.46574495266293,11.275325950078518,1.0592860992832769,947778.1825396824,988668.7334751721,2071108.0,252.0,238839317.0,1926123.5241935484,312459.260451961,2071931.0,131796.0,238839486.0,1880625.874015748,431125.35355946963,2201081.0,252.0,1250,125,250,1280,128,512,0.5233626972743464,0.5359234020089306,14.65612648221344,7,282,39.962039676360995,1596.9646150950498,13.65612648221344,6,281,39.962039676360995,1596.9646150950498,10.644268774703557,2,277,39.81624380317837,1585.33327059414,0,0,0,0,0,0,0,0,4,13,253,MASTER,1,129,0,0,0,125,128,STOP_APP
