Unnamed: 0,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label, Label
0,86018064000,8601,0,8064,0,0,18-05-2020 13:45,106311180,65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.611412647,1661112.188,8493230.94,57996328.0,2.0,106311180.0,1661112.188,8493230.94,57996328.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.611412647,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1589800000000000.0,35323537.56,1589800000000000.0,1589800000000000.0,ARP_POISONING,
1,192168121921681333391200006,19216812,33391,19216813,20000,6,18-05-2020 13:45,104626632,11,0,198.0,0.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,1.892443599,0.105135755,10462663.2,16841864.31,52287853.0,202832.0,104626632.0,10462663.2,16841864.31,52287853.0,202832.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,352,0,0.105135755,0.0,18.0,18.0,18.0,0.0,0.0,0,0,0,11,11,0,0,0,0.0,19.63636364,18.0,0.0,0,0,0,0,5,55,1,18,0,0,296,0,10,32,0.0,0.0,0.0,0.0,1589800000000000.0,26187447.51,1589800000000000.0,1589800000000000.0,MITM_DOS,
2,86018064000,8601,0,8064,0,0,18-05-2020 13:47,68003037,60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.882313535,1152593.847,7537414.056,57996472.0,2.0,68003037.0,1152593.847,7537414.056,57996472.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.882313535,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1589800000000000.0,31732814.46,1589800000000000.0,1589800000000000.0,ARP_POISONING,
3,86018064000,8601,0,8064,0,0,18-05-2020 13:49,115285958,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.615859912,1646942.257,3484690.69,10179072.0,2.0,115285958.0,1646942.257,3484690.69,10179072.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.615859912,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1589800000000000.0,32575592.57,1589800000000000.0,1589800000000000.0,ARP_POISONING,
4,86018064000,8601,0,8064,0,0,18-05-2020 13:51,110113630,72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.653870007,1550896.197,3327595.334,10010436.0,2.0,110113630.0,1550896.197,3327595.334,10010436.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.653870007,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1589800000000000.0,32154879.67,1589800000000000.0,1589800000000000.0,ARP_POISONING,
5,86018064000,8601,0,8064,0,0,18-05-2020 13:53,111607762,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.725755974,1395097.025,2790966.049,10010270.0,4.0,111607762.0,1395097.025,2790966.049,10010270.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.725755974,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1569930000000000.0,177745000000000.0,1589800000000000.0,6579634.0,ARP_POISONING,
6,86018064000,8601,0,8064,0,0,18-05-2020 13:55,80462551,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.882398074,1149465.014,3553861.704,25403931.0,7.0,80462551.0,1149465.014,3553861.704,25403931.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.882398074,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1589800000000000.0,30602582.63,1589800000000000.0,1589800000000000.0,ARP_POISONING,
7,86018064000,8601,0,8064,0,0,18-05-2020 13:58,68011407,60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.882204951,1152735.712,7536784.413,57992711.0,4.0,68011407.0,1152735.712,7536784.413,57992711.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.882204951,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1589800000000000.0,31733259.65,1589800000000000.0,1589800000000000.0,ARP_POISONING,
8,86018064000,8601,0,8064,0,0,18-05-2020 14:00,68011386,60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.882205224,1152735.356,7536191.053,57988793.0,8.0,68011386.0,1152735.356,7536191.053,57988793.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.882205224,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1589800000000000.0,31732831.15,1589800000000000.0,1589800000000000.0,ARP_POISONING,
9,86018064000,8601,0,8064,0,0,18-05-2020 14:02,68011428,60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.882204679,1152736.068,7536178.596,57988699.0,4.0,68011428.0,1152736.068,7536178.596,57988699.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.882204679,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1589800000000000.0,31732807.9,1589800000000000.0,1589800000000000.0,ARP_POISONING,
