Unnamed: 0,flow ID, source IP, destination IP, source port, destination port, protocol, date, duration, TotalFwdPkts, TotalBwdPkts, TotLenfwdDL, TotLenfwdTR, TotLenfwdAPP, TotLenbwdDL, TotLenbwdTR, TotLenbwdAPP, DLfwdPktLenMAX, DLfwdPktLenMIN, DLfwdPktLenMEAN, DLfwdPktLenSTD, TRfwdPktLenMAX, TRfwdPktLenMIN, TRfwdPktLenMEAN, TRfwdPktLenSTD, APPfwdPktLenMAX, APPfwdPktLenMIN, APPfwdPktLenMEAN, APPfwdPktLenSTD, DLbwdPktLenMAX, DLbwdPktLenMIN, DLbwdPktLenMEAN, DLbwdPktLenSTD, TRbwdPktLenMAX, TRbwdPktLenMIN, TRbwdPktLenMEAN, TRbwdPktLenSTD, APPbwdPktLenMAX, APPbwdPktLenMIN, APPbwdPktLenMEAN, APPbwdPktLenSTD, DLflowBytes/sec, TRflowBytes/sec, APPflowBytes/sec, FlowPkts/sec, FlowIAT_MEAN, FlowIAT_STD, FlowIAT_MAX, FlowIAT_MIN, TotalFwdIAT, fwdIAT_MEAN, fwdIAT_STD, fwdIAT_MAX, fwdIAT_MIN, TotalBwdIAT, bwdIAT_MEAN, bwdIAT_STD, bwdIAT_MAX, bwdIAT_MIN, DLfwdHdrLen, TRfwdHdrLen, APPfwdHdrLen, DLbwdHdrLen, TRbwdHdrLen, APPbwdHdrLen, fwdPkts/sec, bwdPkts/sec, DLpktLenMEAN, DLpktLenMIN, DLpktLenMAX, DLpktLenSTD, DLpktLenVAR, TRpktLenMEAN, TRpktLenMIN, TRpktLenMAX, TRpktLenSTD, TRpktLenVAR, APPpktLenMEAN, APPpktLenMIN, APPpktLenMAX, APPpktLenSTD, APPpktLenVAR, ActiveMEAN, ActiveSTD, ActiveMAX, ActiveMIN, IdleMEAN, IdleSTD, IdleMAX, IdleMIN, frameSrc, frameDst, TotPktsInFlow, firstPacketDIR, mostCommonREQ_FUNC_CODE, mostCommonRESP_FUNC_CODE, corruptConfigFragments, deviceTroubleFragments, deviceRestartFragments, pktsFromMASTER, pktsFromSLAVE,Label
0,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  11:20:01 ,74037764.0,39,40,321,282,204,724,684,524,17,8,8.23076923076923,1.4411533842457842,16,7,7.230769230769232,1.4411533842457844,14,5,5.230769230769232,1.4411533842457844,282,7,18.1,50.448653764661216,281,6,17.1,50.448653764661216,277,2,13.1,50.448653764661216,14.114418690440193,13.047395650684429,9.832819910660726,1.0670230397557658,949202.1025641026,1003128.6976364796,2000499.0,352.0,74037033.0,1948342.9736842103,312514.0110700757,2001101.0,73954.0,74037081.0,1898386.6923076925,438716.11907576735,2001267.0,352.0,390,39,78,400,40,160,0.5267582094996819,0.540264830256084,13.227848101265822,7,282,36.03059574757749,1298.2038299253488,12.227848101265822,6,281,36.03059574757749,1298.2038299253488,9.21518987341772,2,277,35.90574230415247,1289.2223304122042,0,0,0,0,0,0,0,0,4,13,79,MASTER,1,129,0,0,0,39,40,STOP_APP
1,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  11:21:17 ,74029666.0,39,40,321,282,204,724,684,524,17,8,8.23076923076923,1.4411533842457844,16,7,7.230769230769232,1.4411533842457844,14,5,5.230769230769232,1.4411533842457844,282,7,18.1,50.448653764661216,281,6,17.1,50.448653764661216,277,2,13.1,50.448653764661216,14.115962646650331,13.048822886760018,9.83389550886262,1.067139759890312,949098.282051282,1002444.9577540616,2000441.0,372.0,74028999.0,1948131.5526315784,308337.27000624256,2001172.0,99982.0,74028997.0,1898179.4102564105,435814.1794768016,2001336.0,372.0,390,39,78,400,40,160,0.5268158308319262,0.5403239290583858,13.227848101265822,7,282,36.03059574757749,1298.2038299253488,12.227848101265822,6,281,36.03059574757749,1298.2038299253488,9.21518987341772,2,277,35.90574230415248,1289.2223304122049,0,0,0,0,0,0,0,0,4,13,79,MASTER,1,129,0,0,0,39,40,STOP_APP
2,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  11:22:33 ,74190681.0,40,39,338,298,218,273,234,78,17,8,8.45,1.98649285076837,16,7,7.45,1.9864928507683703,14,5,5.45,1.9864928507683703,7,7,7.0,0.0,6,6,6.0,0.0,2,2,2.0,0.0,8.235535673274113,7.170711911917888,3.989719409638522,1.0648237613562277,951162.5769230768,1001998.0612840916,2000455.0,487.0,74190019.0,1902308.17948718,424414.4437153427,2001064.0,74011.0,74190072.0,1952370.3157894737,291787.9962985997,2001487.0,201590.0,400,40,80,390,39,156,0.5391512715727734,0.525672489783454,7.734177215189874,7,17,1.5828314515732818,2.505355404089582,6.734177215189874,6,16,1.5828314515732818,2.505355404089582,3.746835443037975,2,14,2.233017703090916,4.98636806231743,0,0,0,0,0,0,0,0,4,13,79,MASTER,1,129,0,0,0,40,39,STOP_APP
3,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  11:23:49 ,74033510.0,40,42,338,298,218,1182,1140,972,17,8,8.45,1.98649285076837,16,7,7.45,1.9864928507683703,14,5,5.45,1.9864928507683703,282,7,28.142857142857142,68.00235699952825,281,6,27.142857142857142,68.00235699952825,277,2,23.142857142857142,68.00235699952825,20.53124321675414,19.423636674797667,16.073802255221988,1.1076065419564731,913993.950617284,1000166.117478478,2000466.0,162.0,74032838.0,1898277.8974358973,437128.3390172607,2001065.0,29881.0,74032888.0,1805680.1951219512,594114.958572338,2001264.0,162.0,400,40,80,420,42,168,0.5402958741251089,0.5673106678313644,18.536585365853654,7,282,49.40340247240717,2440.6961758506463,17.536585365853654,6,281,49.40340247240717,2440.6961758506463,14.51219512195122,2,277,49.211622611535816,2421.783800060224,0,0,0,0,0,0,0,0,4,13,82,MASTER,1,129,0,0,0,40,42,STOP_APP
4,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  11:25:05 ,74360740.0,39,40,321,282,204,724,684,524,17,8,8.23076923076923,1.4411533842457842,16,7,7.230769230769232,1.4411533842457844,14,5,5.230769230769232,1.4411533842457844,282,7,18.1,50.448653764661216,281,6,17.1,50.448653764661216,277,2,13.1,50.448653764661216,14.053114587079149,12.990726020209047,9.790112363056096,1.0623885668700983,953342.8205128204,1003636.5609853691,2070092.0,230.0,74360169.0,1956846.5526315784,286555.32817681856,2070844.0,261923.0,74360128.0,1906669.9487179487,422099.6757243202,2070731.0,230.0,390,39,78,400,40,160,0.5244703051637194,0.5379182617063789,13.227848101265822,7,282,36.03059574757749,1298.2038299253488,12.227848101265822,6,281,36.03059574757749,1298.2038299253488,9.21518987341772,2,277,35.90574230415247,1289.2223304122042,0,0,0,0,0,0,0,0,4,13,79,MASTER,1,129,0,0,0,39,40,STOP_APP
5,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  11:26:21 ,74037604.0,39,40,321,282,204,724,684,524,17,8,8.23076923076923,1.4411533842457844,16,7,7.230769230769232,1.4411533842457844,14,5,5.230769230769232,1.4411533842457844,282,7,18.1,50.448653764661216,281,6,17.1,50.448653764661216,277,2,13.1,50.448653764661216,14.114449192602178,13.047423846941344,9.832841160013768,1.0670253456608347,949200.0512820513,995860.4217957676,2000473.0,245.0,74036954.0,1948340.8947368416,259978.44943356465,2001143.0,450937.0,74036761.0,1898378.4871794872,403921.4152077938,2001260.0,245.0,390,39,78,400,40,160,0.5267593478578805,0.5402659978029543,13.227848101265822,7,282,36.03059574757749,1298.2038299253488,12.227848101265822,6,281,36.03059574757749,1298.2038299253488,9.21518987341772,2,277,35.90574230415247,1289.2223304122044,0,0,0,0,0,0,0,0,4,13,79,MASTER,1,129,0,0,0,39,40,STOP_APP
6,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  11:27:37 ,74239537.0,39,40,321,282,204,724,684,524,17,8,8.23076923076923,1.4411533842457844,16,7,7.230769230769232,1.4411533842457844,14,5,5.230769230769232,1.4411533842457844,282,7,18.1,50.448653764661216,281,6,17.1,50.448653764661216,277,2,13.1,50.448653764661216,14.076057613344224,13.01193459759858,9.806095638769945,1.0641230157456396,951788.935897436,998472.4414920396,2203161.0,434.0,74238939.0,1953656.2894736845,259930.1764920422,2203839.0,479997.0,74238858.0,1903560.4615384613,404530.7514598564,2203819.0,434.0,390,39,78,400,40,160,0.5253265520769613,0.5387964636686783,13.227848101265822,7,282,36.03059574757749,1298.2038299253488,12.227848101265822,6,281,36.03059574757749,1298.2038299253488,9.21518987341772,2,277,35.90574230415247,1289.2223304122044,0,0,0,0,0,0,0,0,4,13,79,MASTER,1,129,0,0,0,39,40,STOP_APP
7,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  11:28:54 ,74125677.0,40,42,338,298,218,1182,1140,972,17,8,8.45,1.98649285076837,16,7,7.45,1.9864928507683703,14,5,5.45,1.9864928507683703,282,7,28.142857142857142,68.00235699952825,281,6,27.142857142857142,68.00235699952825,277,2,23.142857142857142,68.00235699952825,20.50571490901864,19.39948555208474,16.053816277455386,1.1062293569339003,915131.8148148148,979767.5671511982,2069540.0,273.0,74125023.0,1900641.615384616,318141.84836597124,2070192.0,709974.0,74124984.0,1807926.4390243904,517640.6993975188,2070137.0,273.0,400,40,80,420,42,168,0.5396240765531221,0.5666052803807782,18.536585365853654,7,282,49.40340247240717,2440.6961758506463,17.536585365853654,6,281,49.40340247240717,2440.6961758506463,14.51219512195122,2,277,49.211622611535816,2421.783800060224,0,0,0,0,0,0,0,0,4,13,82,MASTER,1,129,0,0,0,40,42,STOP_APP
8,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  11:30:10 ,74231780.0,39,40,321,282,204,724,684,524,17,8,8.23076923076923,1.4411533842457844,16,7,7.230769230769232,1.4411533842457844,14,5,5.230769230769232,1.4411533842457844,282,7,18.1,50.448653764661216,281,6,17.1,50.448653764661216,277,2,13.1,50.448653764661216,14.07752851945622,13.013294306023646,9.807120346568546,1.0642342134325755,951689.4871794872,994416.288041339,2078776.0,436.0,74231002.0,1953447.421052632,225771.955688326,2079619.0,973422.0,74230989.0,1903358.6923076925,383989.0548723295,2079548.0,436.0,390,39,78,400,40,160,0.5253814471376006,0.538852766294975,13.227848101265822,7,282,36.03059574757749,1298.2038299253488,12.227848101265822,6,281,36.03059574757749,1298.2038299253488,9.21518987341772,2,277,35.90574230415247,1289.2223304122044,0,0,0,0,0,0,0,0,4,13,79,MASTER,1,129,0,0,0,39,40,STOP_APP
9,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  11:31:26 ,74238372.0,39,40,321,282,204,724,684,524,17,8,8.23076923076923,1.4411533842457844,16,7,7.230769230769232,1.4411533842457844,14,5,5.230769230769232,1.4411533842457844,282,7,18.1,50.44865376466122,281,6,17.1,50.44865376466122,277,2,13.1,50.448653764661216,14.076278504598674,13.012138789896955,9.806249522820892,1.0641397147017182,951774.0,995651.792278011,2069679.0,277.0,74237550.0,1953619.7368421047,236173.61505911505,2070303.0,739086.0,74237752.0,1903532.1025641025,390058.70325185097,2070370.0,277.0,390,39,78,400,40,160,0.5253347958654051,0.5388049188363129,13.227848101265822,7,282,36.03059574757749,1298.2038299253488,12.227848101265822,6,281,36.03059574757749,1298.2038299253488,9.21518987341772,2,277,35.90574230415247,1289.2223304122044,0,0,0,0,0,0,0,0,4,13,79,MASTER,1,129,0,0,0,39,40,STOP_APP
